figure_id	panel_id	source_id	record_id	system	variant	dataset	workload	scope	x_name	x_value	x_unit	metric	value	unit	aggregation	protocol_id	correctness_status	plot_eligibility	verdict	value_provenance	protocol_provenance	caveat
fig5-workload-coverage	w8-property	w8_fig5	W8:property:semantic:absent_default:candidate_l0_mean	SemL0	semantic	SF30	property_absent_default	edge_type=1; sampled_srcs=5000; repeats=3; warmup_runs=1; same imported store				candidate_l0_mean	33684	segments_per_repeat_reported	summary_mean	w8_sf30_property	NO_QUERY_LEVEL_DIGEST	FIX_BEFORE_PAPER	FIX	cidr-experiments/data/source-cache/w8-property-2hop-summary-20260615-cn.md#Property predicate results row=semantic/absent_default column=candidate L0 mean	tmp-w8-inspect/w8-property-2hop-20260614-2025/semantic/property-absent-default.json top-level repeats/warmup/workload/property fields	No query-level result digest is present; repeats reuse one store.
fig5-workload-coverage	w8-property	w8_fig5	W8:property:semantic:absent_default:body_reads_mean	SemL0	semantic	SF30	property_absent_default	edge_type=1; sampled_srcs=5000; repeats=3; warmup_runs=1; same imported store				body_reads_mean	33425	records_per_repeat_reported	summary_mean	w8_sf30_property	NO_QUERY_LEVEL_DIGEST	FIX_BEFORE_PAPER	FIX	cidr-experiments/data/source-cache/w8-property-2hop-summary-20260615-cn.md#Property predicate results row=semantic/absent_default column=body reads mean	tmp-w8-inspect/w8-property-2hop-20260614-2025/semantic/property-absent-default.json top-level repeats/warmup/workload/property fields	No query-level result digest is present; repeats reuse one store.
fig5-workload-coverage	w8-property	w8_fig5	W8:property:semantic:absent_default:read_bytes_mean_reported	SemL0	semantic	SF30	property_absent_default	edge_type=1; sampled_srcs=5000; repeats=3; warmup_runs=1; same imported store				read_bytes_mean_reported	23.82	MiB	summary_mean	w8_sf30_property	NO_QUERY_LEVEL_DIGEST	SECONDARY_ONLY_READER_OVERREAD	FIX	cidr-experiments/data/source-cache/w8-property-2hop-summary-20260615-cn.md#Property predicate results row=semantic/absent_default column=read bytes mean	tmp-w8-inspect/w8-property-2hop-20260614-2025/semantic/property-absent-default.json top-level repeats/warmup/workload/property fields	No query-level result digest is present; repeats reuse one store.
fig5-workload-coverage	w8-property	w8_fig5	W8:property:semantic:absent_default:elapsed_mean_reported	SemL0	semantic	SF30	property_absent_default	edge_type=1; sampled_srcs=5000; repeats=3; warmup_runs=1; same imported store				elapsed_mean_reported	21.84	s	summary_mean	w8_sf30_property	NO_QUERY_LEVEL_DIGEST	FIX_BEFORE_PAPER	FIX	cidr-experiments/data/source-cache/w8-property-2hop-summary-20260615-cn.md#Property predicate results row=semantic/absent_default column=elapsed mean	tmp-w8-inspect/w8-property-2hop-20260614-2025/semantic/property-absent-default.json top-level repeats/warmup/workload/property fields	No query-level result digest is present; repeats reuse one store.
fig5-workload-coverage	w8-property	w8_fig5	W8:property:semantic:absent_default:p50_us	SemL0	semantic	SF30	property_absent_default	edge_type=1; sampled_srcs=5000; repeats=3; warmup_runs=1; same imported store				p50_us	7500	us	summary_percentile	w8_sf30_property	NO_QUERY_LEVEL_DIGEST	FIX_BEFORE_PAPER	FIX	cidr-experiments/data/source-cache/w8-property-2hop-summary-20260615-cn.md#Property predicate results row=semantic/absent_default column=p50 us	tmp-w8-inspect/w8-property-2hop-20260614-2025/semantic/property-absent-default.json top-level repeats/warmup/workload/property fields	No query-level result digest is present; repeats reuse one store.
fig5-workload-coverage	w8-property	w8_fig5	W8:property:semantic:absent_default:p90_us	SemL0	semantic	SF30	property_absent_default	edge_type=1; sampled_srcs=5000; repeats=3; warmup_runs=1; same imported store				p90_us	7500	us	summary_percentile	w8_sf30_property	NO_QUERY_LEVEL_DIGEST	FIX_BEFORE_PAPER	FIX	cidr-experiments/data/source-cache/w8-property-2hop-summary-20260615-cn.md#Property predicate results row=semantic/absent_default column=p90 us	tmp-w8-inspect/w8-property-2hop-20260614-2025/semantic/property-absent-default.json top-level repeats/warmup/workload/property fields	No query-level result digest is present; repeats reuse one store.
fig5-workload-coverage	w8-property	w8_fig5	W8:property:semantic:absent_default:p99_us	SemL0	semantic	SF30	property_absent_default	edge_type=1; sampled_srcs=5000; repeats=3; warmup_runs=1; same imported store				p99_us	7500	us	summary_percentile	w8_sf30_property	NO_QUERY_LEVEL_DIGEST	FIX_BEFORE_PAPER	FIX	cidr-experiments/data/source-cache/w8-property-2hop-summary-20260615-cn.md#Property predicate results row=semantic/absent_default column=p99 us	tmp-w8-inspect/w8-property-2hop-20260614-2025/semantic/property-absent-default.json top-level repeats/warmup/workload/property fields	No query-level result digest is present; repeats reuse one store.
fig5-workload-coverage	w8-property	w8_fig5	W8:property:semantic:absent_default:one_hop_edges_mean	SemL0	semantic	SF30	property_absent_default	edge_type=1; sampled_srcs=5000; repeats=3; warmup_runs=1; same imported store				one_hop_edges_mean	392123	edges_per_repeat_reported	summary_mean	w8_sf30_property	NO_QUERY_LEVEL_DIGEST	FIX_BEFORE_PAPER	FIX	cidr-experiments/data/source-cache/w8-property-2hop-summary-20260615-cn.md#Property predicate results row=semantic/absent_default column=one-hop edges mean	tmp-w8-inspect/w8-property-2hop-20260614-2025/semantic/property-absent-default.json top-level repeats/warmup/workload/property fields	No query-level result digest is present; repeats reuse one store.
fig5-workload-coverage	w8-two-hop	w8_fig5	W8:twohop:schema:candidate_l0_mean	SemL0	schema	SF30	typed_two_hop	edge_type=1; sampled_srcs=5000; repeats=3; warmup_runs=1; two_hop_fanout=64				candidate_l0_mean	2779873	segments_per_repeat_reported	summary_mean_or_percentile	w8_sf30_two_hop	NO_QUERY_LEVEL_DIGEST	FIX_BEFORE_PAPER	FIX	cidr-experiments/data/source-cache/w8-property-2hop-summary-20260615-cn.md#2-hop results row=schema column=candidate L0 mean	tmp-w8-inspect/w8-property-2hop-20260614-2025/schema/2hop-typed.json top-level and benchmark fields	No query-level digest; candidates increase for budgeted/semantic versus schema even though body reads and elapsed decrease.
fig5-workload-coverage	w8-two-hop	w8_fig5	W8:twohop:schema:body_reads_mean	SemL0	schema	SF30	typed_two_hop	edge_type=1; sampled_srcs=5000; repeats=3; warmup_runs=1; two_hop_fanout=64				body_reads_mean	2058576	records_per_repeat_reported	summary_mean_or_percentile	w8_sf30_two_hop	NO_QUERY_LEVEL_DIGEST	FIX_BEFORE_PAPER	FIX	cidr-experiments/data/source-cache/w8-property-2hop-summary-20260615-cn.md#2-hop results row=schema column=body reads mean	tmp-w8-inspect/w8-property-2hop-20260614-2025/schema/2hop-typed.json top-level and benchmark fields	No query-level digest; candidates increase for budgeted/semantic versus schema even though body reads and elapsed decrease.
fig5-workload-coverage	w8-two-hop	w8_fig5	W8:twohop:schema:p50_us	SemL0	schema	SF30	typed_two_hop	edge_type=1; sampled_srcs=5000; repeats=3; warmup_runs=1; two_hop_fanout=64				p50_us	7500	us	summary_mean_or_percentile	w8_sf30_two_hop	NO_QUERY_LEVEL_DIGEST	FIX_BEFORE_PAPER	FIX	cidr-experiments/data/source-cache/w8-property-2hop-summary-20260615-cn.md#2-hop results row=schema column=p50 us	tmp-w8-inspect/w8-property-2hop-20260614-2025/schema/2hop-typed.json top-level and benchmark fields	No query-level digest; candidates increase for budgeted/semantic versus schema even though body reads and elapsed decrease.
fig5-workload-coverage	w8-two-hop	w8_fig5	W8:twohop:schema:p90_us	SemL0	schema	SF30	typed_two_hop	edge_type=1; sampled_srcs=5000; repeats=3; warmup_runs=1; two_hop_fanout=64				p90_us	10000	us	summary_mean_or_percentile	w8_sf30_two_hop	NO_QUERY_LEVEL_DIGEST	FIX_BEFORE_PAPER	FIX	cidr-experiments/data/source-cache/w8-property-2hop-summary-20260615-cn.md#2-hop results row=schema column=p90 us	tmp-w8-inspect/w8-property-2hop-20260614-2025/schema/2hop-typed.json top-level and benchmark fields	No query-level digest; candidates increase for budgeted/semantic versus schema even though body reads and elapsed decrease.
fig5-workload-coverage	w8-two-hop	w8_fig5	W8:twohop:schema:p99_us	SemL0	schema	SF30	typed_two_hop	edge_type=1; sampled_srcs=5000; repeats=3; warmup_runs=1; two_hop_fanout=64				p99_us	10000	us	summary_mean_or_percentile	w8_sf30_two_hop	NO_QUERY_LEVEL_DIGEST	FIX_BEFORE_PAPER	FIX	cidr-experiments/data/source-cache/w8-property-2hop-summary-20260615-cn.md#2-hop results row=schema column=p99 us	tmp-w8-inspect/w8-property-2hop-20260614-2025/schema/2hop-typed.json top-level and benchmark fields	No query-level digest; candidates increase for budgeted/semantic versus schema even though body reads and elapsed decrease.
fig5-workload-coverage	w8-two-hop	w8_fig5	W8:twohop:schema:one_hop_edges_mean	SemL0	schema	SF30	typed_two_hop	edge_type=1; sampled_srcs=5000; repeats=3; warmup_runs=1; two_hop_fanout=64				one_hop_edges_mean	392123	edges_per_repeat_reported	summary_mean_or_percentile	w8_sf30_two_hop	NO_QUERY_LEVEL_DIGEST	FIX_BEFORE_PAPER	FIX	cidr-experiments/data/source-cache/w8-property-2hop-summary-20260615-cn.md#2-hop results row=schema column=one-hop edges mean	tmp-w8-inspect/w8-property-2hop-20260614-2025/schema/2hop-typed.json top-level and benchmark fields	No query-level digest; candidates increase for budgeted/semantic versus schema even though body reads and elapsed decrease.
fig5-workload-coverage	w8-two-hop	w8_fig5	W8:twohop:schema:two_hop_edges_mean	SemL0	schema	SF30	typed_two_hop	edge_type=1; sampled_srcs=5000; repeats=3; warmup_runs=1; two_hop_fanout=64				two_hop_edges_mean	69847426	edges_per_repeat_reported	summary_mean_or_percentile	w8_sf30_two_hop	NO_QUERY_LEVEL_DIGEST	FIX_BEFORE_PAPER	FIX	cidr-experiments/data/source-cache/w8-property-2hop-summary-20260615-cn.md#2-hop results row=schema column=two-hop edges mean	tmp-w8-inspect/w8-property-2hop-20260614-2025/schema/2hop-typed.json top-level and benchmark fields	No query-level digest; candidates increase for budgeted/semantic versus schema even though body reads and elapsed decrease.
fig5-workload-coverage	w8-two-hop	w8_fig5	W8:twohop:schema:two_hop_sources_mean	SemL0	schema	SF30	typed_two_hop	edge_type=1; sampled_srcs=5000; repeats=3; warmup_runs=1; two_hop_fanout=64				two_hop_sources_mean	193581	sources_per_repeat_reported	summary_mean_or_percentile	w8_sf30_two_hop	NO_QUERY_LEVEL_DIGEST	FIX_BEFORE_PAPER	FIX	cidr-experiments/data/source-cache/w8-property-2hop-summary-20260615-cn.md#2-hop results row=schema column=two-hop sources mean	tmp-w8-inspect/w8-property-2hop-20260614-2025/schema/2hop-typed.json top-level and benchmark fields	No query-level digest; candidates increase for budgeted/semantic versus schema even though body reads and elapsed decrease.
fig5-workload-coverage	w8-two-hop	w8_fig5	W8:twohop:schema:read_bytes_mean_reported	SemL0	schema	SF30	typed_two_hop	edge_type=1; sampled_srcs=5000; repeats=3; warmup_runs=1; two_hop_fanout=64				read_bytes_mean_reported	2.84	GiB	summary_mean	w8_sf30_two_hop	NO_QUERY_LEVEL_DIGEST	SECONDARY_ONLY_READER_OVERREAD	FIX	cidr-experiments/data/source-cache/w8-property-2hop-summary-20260615-cn.md#2-hop results row=schema column=read bytes mean	tmp-w8-inspect/w8-property-2hop-20260614-2025/schema/2hop-typed.json top-level and benchmark fields	No query-level digest; candidates increase for budgeted/semantic versus schema even though body reads and elapsed decrease.
fig5-workload-coverage	w8-two-hop	w8_fig5	W8:twohop:schema:elapsed_mean_reported	SemL0	schema	SF30	typed_two_hop	edge_type=1; sampled_srcs=5000; repeats=3; warmup_runs=1; two_hop_fanout=64				elapsed_mean_reported	23.21	min	summary_mean	w8_sf30_two_hop	NO_QUERY_LEVEL_DIGEST	FIX_BEFORE_PAPER	FIX	cidr-experiments/data/source-cache/w8-property-2hop-summary-20260615-cn.md#2-hop results row=schema column=elapsed mean	tmp-w8-inspect/w8-property-2hop-20260614-2025/schema/2hop-typed.json top-level and benchmark fields	No query-level digest; candidates increase for budgeted/semantic versus schema even though body reads and elapsed decrease.
fig5-workload-coverage	w8-two-hop	w8_fig5	W8:twohop:budg-b64:candidate_l0_mean	SemL0	budg-b64	SF30	typed_two_hop	edge_type=1; sampled_srcs=5000; repeats=3; warmup_runs=1; two_hop_fanout=64				candidate_l0_mean	3573234	segments_per_repeat_reported	summary_mean_or_percentile	w8_sf30_two_hop	NO_QUERY_LEVEL_DIGEST	FIX_BEFORE_PAPER	FIX	cidr-experiments/data/source-cache/w8-property-2hop-summary-20260615-cn.md#2-hop results row=budg-b64 column=candidate L0 mean	tmp-w8-inspect/w8-property-2hop-20260614-2025/budg-b64/2hop-typed.json top-level and benchmark fields	No query-level digest; candidates increase for budgeted/semantic versus schema even though body reads and elapsed decrease.
fig5-workload-coverage	w8-two-hop	w8_fig5	W8:twohop:budg-b64:body_reads_mean	SemL0	budg-b64	SF30	typed_two_hop	edge_type=1; sampled_srcs=5000; repeats=3; warmup_runs=1; two_hop_fanout=64				body_reads_mean	1629603	records_per_repeat_reported	summary_mean_or_percentile	w8_sf30_two_hop	NO_QUERY_LEVEL_DIGEST	FIX_BEFORE_PAPER	FIX	cidr-experiments/data/source-cache/w8-property-2hop-summary-20260615-cn.md#2-hop results row=budg-b64 column=body reads mean	tmp-w8-inspect/w8-property-2hop-20260614-2025/budg-b64/2hop-typed.json top-level and benchmark fields	No query-level digest; candidates increase for budgeted/semantic versus schema even though body reads and elapsed decrease.
fig5-workload-coverage	w8-two-hop	w8_fig5	W8:twohop:budg-b64:p50_us	SemL0	budg-b64	SF30	typed_two_hop	edge_type=1; sampled_srcs=5000; repeats=3; warmup_runs=1; two_hop_fanout=64				p50_us	7500	us	summary_mean_or_percentile	w8_sf30_two_hop	NO_QUERY_LEVEL_DIGEST	FIX_BEFORE_PAPER	FIX	cidr-experiments/data/source-cache/w8-property-2hop-summary-20260615-cn.md#2-hop results row=budg-b64 column=p50 us	tmp-w8-inspect/w8-property-2hop-20260614-2025/budg-b64/2hop-typed.json top-level and benchmark fields	No query-level digest; candidates increase for budgeted/semantic versus schema even though body reads and elapsed decrease.
fig5-workload-coverage	w8-two-hop	w8_fig5	W8:twohop:budg-b64:p90_us	SemL0	budg-b64	SF30	typed_two_hop	edge_type=1; sampled_srcs=5000; repeats=3; warmup_runs=1; two_hop_fanout=64				p90_us	7500	us	summary_mean_or_percentile	w8_sf30_two_hop	NO_QUERY_LEVEL_DIGEST	FIX_BEFORE_PAPER	FIX	cidr-experiments/data/source-cache/w8-property-2hop-summary-20260615-cn.md#2-hop results row=budg-b64 column=p90 us	tmp-w8-inspect/w8-property-2hop-20260614-2025/budg-b64/2hop-typed.json top-level and benchmark fields	No query-level digest; candidates increase for budgeted/semantic versus schema even though body reads and elapsed decrease.
fig5-workload-coverage	w8-two-hop	w8_fig5	W8:twohop:budg-b64:p99_us	SemL0	budg-b64	SF30	typed_two_hop	edge_type=1; sampled_srcs=5000; repeats=3; warmup_runs=1; two_hop_fanout=64				p99_us	7500	us	summary_mean_or_percentile	w8_sf30_two_hop	NO_QUERY_LEVEL_DIGEST	FIX_BEFORE_PAPER	FIX	cidr-experiments/data/source-cache/w8-property-2hop-summary-20260615-cn.md#2-hop results row=budg-b64 column=p99 us	tmp-w8-inspect/w8-property-2hop-20260614-2025/budg-b64/2hop-typed.json top-level and benchmark fields	No query-level digest; candidates increase for budgeted/semantic versus schema even though body reads and elapsed decrease.
fig5-workload-coverage	w8-two-hop	w8_fig5	W8:twohop:budg-b64:one_hop_edges_mean	SemL0	budg-b64	SF30	typed_two_hop	edge_type=1; sampled_srcs=5000; repeats=3; warmup_runs=1; two_hop_fanout=64				one_hop_edges_mean	392123	edges_per_repeat_reported	summary_mean_or_percentile	w8_sf30_two_hop	NO_QUERY_LEVEL_DIGEST	FIX_BEFORE_PAPER	FIX	cidr-experiments/data/source-cache/w8-property-2hop-summary-20260615-cn.md#2-hop results row=budg-b64 column=one-hop edges mean	tmp-w8-inspect/w8-property-2hop-20260614-2025/budg-b64/2hop-typed.json top-level and benchmark fields	No query-level digest; candidates increase for budgeted/semantic versus schema even though body reads and elapsed decrease.
fig5-workload-coverage	w8-two-hop	w8_fig5	W8:twohop:budg-b64:two_hop_edges_mean	SemL0	budg-b64	SF30	typed_two_hop	edge_type=1; sampled_srcs=5000; repeats=3; warmup_runs=1; two_hop_fanout=64				two_hop_edges_mean	69847426	edges_per_repeat_reported	summary_mean_or_percentile	w8_sf30_two_hop	NO_QUERY_LEVEL_DIGEST	FIX_BEFORE_PAPER	FIX	cidr-experiments/data/source-cache/w8-property-2hop-summary-20260615-cn.md#2-hop results row=budg-b64 column=two-hop edges mean	tmp-w8-inspect/w8-property-2hop-20260614-2025/budg-b64/2hop-typed.json top-level and benchmark fields	No query-level digest; candidates increase for budgeted/semantic versus schema even though body reads and elapsed decrease.
fig5-workload-coverage	w8-two-hop	w8_fig5	W8:twohop:budg-b64:two_hop_sources_mean	SemL0	budg-b64	SF30	typed_two_hop	edge_type=1; sampled_srcs=5000; repeats=3; warmup_runs=1; two_hop_fanout=64				two_hop_sources_mean	193581	sources_per_repeat_reported	summary_mean_or_percentile	w8_sf30_two_hop	NO_QUERY_LEVEL_DIGEST	FIX_BEFORE_PAPER	FIX	cidr-experiments/data/source-cache/w8-property-2hop-summary-20260615-cn.md#2-hop results row=budg-b64 column=two-hop sources mean	tmp-w8-inspect/w8-property-2hop-20260614-2025/budg-b64/2hop-typed.json top-level and benchmark fields	No query-level digest; candidates increase for budgeted/semantic versus schema even though body reads and elapsed decrease.
fig5-workload-coverage	w8-two-hop	w8_fig5	W8:twohop:budg-b64:read_bytes_mean_reported	SemL0	budg-b64	SF30	typed_two_hop	edge_type=1; sampled_srcs=5000; repeats=3; warmup_runs=1; two_hop_fanout=64				read_bytes_mean_reported	2.64	GiB	summary_mean	w8_sf30_two_hop	NO_QUERY_LEVEL_DIGEST	SECONDARY_ONLY_READER_OVERREAD	FIX	cidr-experiments/data/source-cache/w8-property-2hop-summary-20260615-cn.md#2-hop results row=budg-b64 column=read bytes mean	tmp-w8-inspect/w8-property-2hop-20260614-2025/budg-b64/2hop-typed.json top-level and benchmark fields	No query-level digest; candidates increase for budgeted/semantic versus schema even though body reads and elapsed decrease.
fig5-workload-coverage	w8-two-hop	w8_fig5	W8:twohop:budg-b64:elapsed_mean_reported	SemL0	budg-b64	SF30	typed_two_hop	edge_type=1; sampled_srcs=5000; repeats=3; warmup_runs=1; two_hop_fanout=64				elapsed_mean_reported	17.45	min	summary_mean	w8_sf30_two_hop	NO_QUERY_LEVEL_DIGEST	FIX_BEFORE_PAPER	FIX	cidr-experiments/data/source-cache/w8-property-2hop-summary-20260615-cn.md#2-hop results row=budg-b64 column=elapsed mean	tmp-w8-inspect/w8-property-2hop-20260614-2025/budg-b64/2hop-typed.json top-level and benchmark fields	No query-level digest; candidates increase for budgeted/semantic versus schema even though body reads and elapsed decrease.
fig5-workload-coverage	w8-two-hop	w8_fig5	W8:twohop:semantic:candidate_l0_mean	SemL0	semantic	SF30	typed_two_hop	edge_type=1; sampled_srcs=5000; repeats=3; warmup_runs=1; two_hop_fanout=64				candidate_l0_mean	3597424	segments_per_repeat_reported	summary_mean_or_percentile	w8_sf30_two_hop	NO_QUERY_LEVEL_DIGEST	FIX_BEFORE_PAPER	FIX	cidr-experiments/data/source-cache/w8-property-2hop-summary-20260615-cn.md#2-hop results row=semantic column=candidate L0 mean	tmp-w8-inspect/w8-property-2hop-20260614-2025/semantic/2hop-typed.json top-level and benchmark fields	No query-level digest; candidates increase for budgeted/semantic versus schema even though body reads and elapsed decrease.
fig5-workload-coverage	w8-two-hop	w8_fig5	W8:twohop:semantic:body_reads_mean	SemL0	semantic	SF30	typed_two_hop	edge_type=1; sampled_srcs=5000; repeats=3; warmup_runs=1; two_hop_fanout=64				body_reads_mean	1629603	records_per_repeat_reported	summary_mean_or_percentile	w8_sf30_two_hop	NO_QUERY_LEVEL_DIGEST	FIX_BEFORE_PAPER	FIX	cidr-experiments/data/source-cache/w8-property-2hop-summary-20260615-cn.md#2-hop results row=semantic column=body reads mean	tmp-w8-inspect/w8-property-2hop-20260614-2025/semantic/2hop-typed.json top-level and benchmark fields	No query-level digest; candidates increase for budgeted/semantic versus schema even though body reads and elapsed decrease.
fig5-workload-coverage	w8-two-hop	w8_fig5	W8:twohop:semantic:p50_us	SemL0	semantic	SF30	typed_two_hop	edge_type=1; sampled_srcs=5000; repeats=3; warmup_runs=1; two_hop_fanout=64				p50_us	7500	us	summary_mean_or_percentile	w8_sf30_two_hop	NO_QUERY_LEVEL_DIGEST	FIX_BEFORE_PAPER	FIX	cidr-experiments/data/source-cache/w8-property-2hop-summary-20260615-cn.md#2-hop results row=semantic column=p50 us	tmp-w8-inspect/w8-property-2hop-20260614-2025/semantic/2hop-typed.json top-level and benchmark fields	No query-level digest; candidates increase for budgeted/semantic versus schema even though body reads and elapsed decrease.
fig5-workload-coverage	w8-two-hop	w8_fig5	W8:twohop:semantic:p90_us	SemL0	semantic	SF30	typed_two_hop	edge_type=1; sampled_srcs=5000; repeats=3; warmup_runs=1; two_hop_fanout=64				p90_us	7500	us	summary_mean_or_percentile	w8_sf30_two_hop	NO_QUERY_LEVEL_DIGEST	FIX_BEFORE_PAPER	FIX	cidr-experiments/data/source-cache/w8-property-2hop-summary-20260615-cn.md#2-hop results row=semantic column=p90 us	tmp-w8-inspect/w8-property-2hop-20260614-2025/semantic/2hop-typed.json top-level and benchmark fields	No query-level digest; candidates increase for budgeted/semantic versus schema even though body reads and elapsed decrease.
fig5-workload-coverage	w8-two-hop	w8_fig5	W8:twohop:semantic:p99_us	SemL0	semantic	SF30	typed_two_hop	edge_type=1; sampled_srcs=5000; repeats=3; warmup_runs=1; two_hop_fanout=64				p99_us	7500	us	summary_mean_or_percentile	w8_sf30_two_hop	NO_QUERY_LEVEL_DIGEST	FIX_BEFORE_PAPER	FIX	cidr-experiments/data/source-cache/w8-property-2hop-summary-20260615-cn.md#2-hop results row=semantic column=p99 us	tmp-w8-inspect/w8-property-2hop-20260614-2025/semantic/2hop-typed.json top-level and benchmark fields	No query-level digest; candidates increase for budgeted/semantic versus schema even though body reads and elapsed decrease.
fig5-workload-coverage	w8-two-hop	w8_fig5	W8:twohop:semantic:one_hop_edges_mean	SemL0	semantic	SF30	typed_two_hop	edge_type=1; sampled_srcs=5000; repeats=3; warmup_runs=1; two_hop_fanout=64				one_hop_edges_mean	392123	edges_per_repeat_reported	summary_mean_or_percentile	w8_sf30_two_hop	NO_QUERY_LEVEL_DIGEST	FIX_BEFORE_PAPER	FIX	cidr-experiments/data/source-cache/w8-property-2hop-summary-20260615-cn.md#2-hop results row=semantic column=one-hop edges mean	tmp-w8-inspect/w8-property-2hop-20260614-2025/semantic/2hop-typed.json top-level and benchmark fields	No query-level digest; candidates increase for budgeted/semantic versus schema even though body reads and elapsed decrease.
fig5-workload-coverage	w8-two-hop	w8_fig5	W8:twohop:semantic:two_hop_edges_mean	SemL0	semantic	SF30	typed_two_hop	edge_type=1; sampled_srcs=5000; repeats=3; warmup_runs=1; two_hop_fanout=64				two_hop_edges_mean	69847426	edges_per_repeat_reported	summary_mean_or_percentile	w8_sf30_two_hop	NO_QUERY_LEVEL_DIGEST	FIX_BEFORE_PAPER	FIX	cidr-experiments/data/source-cache/w8-property-2hop-summary-20260615-cn.md#2-hop results row=semantic column=two-hop edges mean	tmp-w8-inspect/w8-property-2hop-20260614-2025/semantic/2hop-typed.json top-level and benchmark fields	No query-level digest; candidates increase for budgeted/semantic versus schema even though body reads and elapsed decrease.
fig5-workload-coverage	w8-two-hop	w8_fig5	W8:twohop:semantic:two_hop_sources_mean	SemL0	semantic	SF30	typed_two_hop	edge_type=1; sampled_srcs=5000; repeats=3; warmup_runs=1; two_hop_fanout=64				two_hop_sources_mean	193581	sources_per_repeat_reported	summary_mean_or_percentile	w8_sf30_two_hop	NO_QUERY_LEVEL_DIGEST	FIX_BEFORE_PAPER	FIX	cidr-experiments/data/source-cache/w8-property-2hop-summary-20260615-cn.md#2-hop results row=semantic column=two-hop sources mean	tmp-w8-inspect/w8-property-2hop-20260614-2025/semantic/2hop-typed.json top-level and benchmark fields	No query-level digest; candidates increase for budgeted/semantic versus schema even though body reads and elapsed decrease.
fig5-workload-coverage	w8-two-hop	w8_fig5	W8:twohop:semantic:read_bytes_mean_reported	SemL0	semantic	SF30	typed_two_hop	edge_type=1; sampled_srcs=5000; repeats=3; warmup_runs=1; two_hop_fanout=64				read_bytes_mean_reported	2.63	GiB	summary_mean	w8_sf30_two_hop	NO_QUERY_LEVEL_DIGEST	SECONDARY_ONLY_READER_OVERREAD	FIX	cidr-experiments/data/source-cache/w8-property-2hop-summary-20260615-cn.md#2-hop results row=semantic column=read bytes mean	tmp-w8-inspect/w8-property-2hop-20260614-2025/semantic/2hop-typed.json top-level and benchmark fields	No query-level digest; candidates increase for budgeted/semantic versus schema even though body reads and elapsed decrease.
fig5-workload-coverage	w8-two-hop	w8_fig5	W8:twohop:semantic:elapsed_mean_reported	SemL0	semantic	SF30	typed_two_hop	edge_type=1; sampled_srcs=5000; repeats=3; warmup_runs=1; two_hop_fanout=64				elapsed_mean_reported	17.45	min	summary_mean	w8_sf30_two_hop	NO_QUERY_LEVEL_DIGEST	FIX_BEFORE_PAPER	FIX	cidr-experiments/data/source-cache/w8-property-2hop-summary-20260615-cn.md#2-hop results row=semantic column=elapsed mean	tmp-w8-inspect/w8-property-2hop-20260614-2025/semantic/2hop-typed.json top-level and benchmark fields	No query-level digest; candidates increase for budgeted/semantic versus schema even though body reads and elapsed decrease.
fig5-workload-coverage	w13-bounded-safety-coverage	w13_fig5	W13:schema_epoch_snapshot_mixed_delta_survives_compaction_and_reopen:test_pass	SemL0	conservative_fallback	engine_test_fixture	schema_epoch_snapshot_mixed_delta_survives_compaction_and_reopen	bounded schema/snapshot/compaction/reopen correctness tests				test_pass	1	boolean	single_test_execution	w13_primary_10_tests	PASS	TABLE_OR_COVERAGE_MATRIX_ONLY	REUSE	cidr-experiments/data/source-cache/w13-schema-evolution-summary-20260614.md#Tests row=schema_epoch_snapshot_mixed_delta_survives_compaction_and_reopen status=pass; remote_log_dir=/data/WorkSpace/lsmgraph-rs/remote-logs/w13-schema-evolution-20260614-0004/schema_epoch_snapshot_mixed_delta_survives_compaction_and_reopen	lsmgraph-rs/baseline/run_w13_schema_evolution_20260613.sh#TESTS; cidr-experiments/data/source-cache/w13-schema-evolution-summary-20260614.md#Tests	Bounded deterministic engine tests only; no full online migration/reclamation, randomized differential stress, or performance claim.
fig5-workload-coverage	w13-bounded-safety-coverage	w13_fig5	W13:property_schema_snapshot_mixed_delta_survives_compaction_and_reopen:test_pass	SemL0	conservative_fallback	engine_test_fixture	property_schema_snapshot_mixed_delta_survives_compaction_and_reopen	bounded schema/snapshot/compaction/reopen correctness tests				test_pass	1	boolean	single_test_execution	w13_primary_10_tests	PASS	TABLE_OR_COVERAGE_MATRIX_ONLY	REUSE	cidr-experiments/data/source-cache/w13-schema-evolution-summary-20260614.md#Tests row=property_schema_snapshot_mixed_delta_survives_compaction_and_reopen status=pass; remote_log_dir=/data/WorkSpace/lsmgraph-rs/remote-logs/w13-schema-evolution-20260614-0004/property_schema_snapshot_mixed_delta_survives_compaction_and_reopen	lsmgraph-rs/baseline/run_w13_schema_evolution_20260613.sh#TESTS; cidr-experiments/data/source-cache/w13-schema-evolution-summary-20260614.md#Tests	Bounded deterministic engine tests only; no full online migration/reclamation, randomized differential stress, or performance claim.
